id,name,market_hash_name
39,AK-47 | Redline (Factory New),G1807209A023004
9391,StatTrak™ P90 | Cold Blooded (Field-Tested),G181320433004
9392,StatTrak™ P90 | Cold Blooded (Well-Worn),G181320433004
9393,StatTrak™ P90 | Cold Blooded (Battle-Scarred),G181320433004
9394,★ Bayonet | Tiger Tooth (Factory New),G18F4032099033003
9395,★ Bayonet | Tiger Tooth (Minimal Wear),G18F4032099033003
9396,★ Bayonet | Tiger Tooth (Field-Tested),G18F4032099033003
9397,★ Bayonet | Tiger Tooth (Well-Worn),G18F4032099033003
9398,★ Bayonet | Tiger Tooth (Battle-Scarred),G18F4032099033003
9399,★ Butterfly Knife | Rust Coat (Factory New),G188304209E033003
9400,★ Butterfly Knife | Rust Coat (Minimal Wear),G188304209E033003
9401,★ Butterfly Knife | Rust Coat (Field-Tested),G188304209E033003
9402,★ Butterfly Knife | Rust Coat (Well-Worn),G188304209E033003
9403,★ Butterfly Knife | Rust Coat (Battle-Scarred),G188304209E033003
9404,★ Classic Knife | Fade (Factory New),G18F70320263003
9405,★ Classic Knife | Fade (Minimal Wear),G18F70320263003
9406,★ Classic Knife | Fade (Field-Tested),G18F70320263003
9407,★ Classic Knife | Fade (Well-Worn),G18F70320263003
9408,★ Classic Knife | Fade (Battle-Scarred),G18F70320263003
9409,★ Gut Knife | Damascus Steel (Factory New),G18FA03209A033003
9410,★ Gut Knife | Damascus Steel (Minimal Wear),G18FA03209A033003
9411,★ Gut Knife | Damascus Steel (Field-Tested),G18FA03209A033003
9412,★ Gut Knife | Damascus Steel (Well-Worn),G18FA03209A033003
9413,★ Gut Knife | Damascus Steel (Battle-Scarred),G18FA03209A033003
9414,★ Gut Knife | Forest DDPAT (Factory New),G18FA0320053003
9415,★ Gut Knife | Forest DDPAT (Minimal Wear),G18FA0320053003
9416,★ Gut Knife | Forest DDPAT (Field-Tested),G18FA0320053003
9417,★ Gut Knife | Forest DDPAT (Well-Worn),G18FA0320053003
9418,★ Gut Knife | Forest DDPAT (Battle-Scarred),G18FA0320053003
9419,★ Gut Knife | Marble Fade (Factory New),G18FA03209D033003
9420,★ Gut Knife | Marble Fade (Minimal Wear),G18FA03209D033003
9421,★ Gut Knife | Marble Fade (Field-Tested),G18FA03209D033003
9422,★ Gut Knife | Marble Fade (Well-Worn),G18FA03209D033003
9423,★ Gut Knife | Marble Fade (Battle-Scarred),G18FA03209D033003
9424,M4A4 | Urban DDPAT (Factory New),G181020113004
9425,M4A4 | Urban DDPAT (Minimal Wear),G181020113004
9426,M4A4 | Urban DDPAT (Field-Tested),G181020113004
9427,M4A4 | Urban DDPAT (Well-Worn),G181020113004
9428,M4A4 | Urban DDPAT (Battle-Scarred),G181020113004
9429,SG 553 | Aloha (Factory New),G182720BE053004
9430,SG 553 | Aloha (Minimal Wear),G182720BE053004
9431,SG 553 | Aloha (Field-Tested),G182720BE053004
9432,SG 553 | Aloha (Well-Worn),G182720BE053004
9433,SG 553 | Aloha (Battle-Scarred),G182720BE053004
9434,AUG | Amber Fade (Factory New),G180820F6013004
9435,AUG | Amber Fade (Minimal Wear),G180820F6013004
9436,AUG | Amber Fade (Field-Tested),G180820F6013004
9437,AUG | Amber Fade (Well-Worn),G180820F6013004
9438,AUG | Amber Fade (Battle-Scarred),G180820F6013004
9439,SSG 08 | Death Strike (Factory New),G1828209C083004
9440,SSG 08 | Death Strike (Minimal Wear),G1828209C083004
9441,SSG 08 | Death Strike (Field-Tested),G1828209C083004
9442,SSG 08 | Death Strike (Well-Worn),G1828209C083004
9443,SSG 08 | Death Strike (Battle-Scarred),G1828209C083004
9444,FAMAS | Doomkitty (Factory New),G180A20B2013004
9445,FAMAS | Doomkitty (Minimal Wear),G180A20B2013004
9446,FAMAS | Doomkitty (Field-Tested),G180A20B2013004
9447,FAMAS | Doomkitty (Well-Worn),G180A20B2013004
9448,FAMAS | Doomkitty (Battle-Scarred),G180A20B2013004
9449,SCAR-20 | Outbreak (Factory New),G18262086043004
9450,SCAR-20 | Outbreak (Minimal Wear),G18262086043004
9451,SCAR-20 | Outbreak (Field-Tested),G18262086043004
9452,SCAR-20 | Outbreak (Well-Worn),G18262086043004
9453,SCAR-20 | Outbreak (Battle-Scarred),G18262086043004
9454,SCAR-20 | Splash Jam (Factory New),G182620A5013004
9455,SCAR-20 | Splash Jam (Minimal Wear),G182620A5013004
9456,SCAR-20 | Splash Jam (Field-Tested),G182620A5013004
9457,SCAR-20 | Splash Jam (Well-Worn),G182620A5013004
9458,SCAR-20 | Splash Jam (Battle-Scarred),G182620A5013004
9459,G3SG1 | Chronos (Factory New),G180B20B6033004
9460,G3SG1 | Chronos (Minimal Wear),G180B20B6033004
9461,G3SG1 | Chronos (Field-Tested),G180B20B6033004
9462,G3SG1 | Chronos (Well-Worn),G180B20B6033004
9463,G3SG1 | Chronos (Battle-Scarred),G180B20B6033004
9464,SCAR-20 | Assault (Factory New),G18262092073004
9465,SCAR-20 | Assault (Minimal Wear),G18262092073004
9466,SCAR-20 | Assault (Field-Tested),G18262092073004
9467,SCAR-20 | Assault (Well-Worn),G18262092073004
9468,SCAR-20 | Assault (Battle-Scarred),G18262092073004
9469,SCAR-20 | Green Marine (Factory New),G182620F6033004
9470,SCAR-20 | Green Marine (Minimal Wear),G182620F6033004
9471,SCAR-20 | Green Marine (Field-Tested),G182620F6033004
9472,SCAR-20 | Green Marine (Well-Worn),G182620F6033004
9473,SCAR-20 | Green Marine (Battle-Scarred),G182620F6033004
9474,G3SG1 | Digital Mesh (Factory New),G180B20D4073004
9475,G3SG1 | Digital Mesh (Minimal Wear),G180B20D4073004
9476,G3SG1 | Digital Mesh (Field-Tested),G180B20D4073004
9477,G3SG1 | Digital Mesh (Well-Worn),G180B20D4073004
9478,G3SG1 | Digital Mesh (Battle-Scarred),G180B20D4073004
9479,SCAR-20 | Emerald (Factory New),G182620C4013004
9480,SCAR-20 | Emerald (Minimal Wear),G182620C4013004
9481,SCAR-20 | Emerald (Field-Tested),G182620C4013004
9482,SCAR-20 | Emerald (Well-Worn),G182620C4013004
9483,SCAR-20 | Emerald (Battle-Scarred),G182620C4013004
9484,StatTrak™ G3SG1 | Digital Mesh (Factory New),G180B20D4073004
9485,StatTrak™ G3SG1 | Digital Mesh (Minimal Wear),G180B20D4073004
9486,StatTrak™ G3SG1 | Digital Mesh (Field-Tested),G180B20D4073004
9487,StatTrak™ G3SG1 | Digital Mesh (Well-Worn),G180B20D4073004
9488,StatTrak™ G3SG1 | Digital Mesh (Battle-Scarred),G180B20D4073004
9489,StatTrak™ Nova | Wild Six (Factory New),G182320BB053004
9490,StatTrak™ Nova | Wild Six (Minimal Wear),G182320BB053004
9491,StatTrak™ Nova | Wild Six (Field-Tested),G182320BB053004
9492,StatTrak™ Nova | Wild Six (Well-Worn),G182320BB053004
9493,StatTrak™ Nova | Wild Six (Battle-Scarred),G182320BB053004
9494,SSG 08 | Prey (Factory New),G182820A7073004
9495,SSG 08 | Prey (Minimal Wear),G182820A7073004
9496,SSG 08 | Prey (Field-Tested),G182820A7073004
9497,SSG 08 | Prey (Well-Worn),G182820A7073004
9498,SSG 08 | Prey (Battle-Scarred),G182820A7073004
9499,Nova | Gila (Factory New),G182320FA043004
9500,Nova | Gila (Minimal Wear),G182320FA043004
9501,Nova | Gila (Field-Tested),G182320FA043004
9502,Nova | Gila (Well-Worn),G182320FA043004
9503,Nova | Gila (Battle-Scarred),G182320FA043004
9504,StatTrak™ Negev | Dazzle (Factory New),G181C20E2043004
9505,StatTrak™ Negev | Dazzle (Minimal Wear),G181C20E2043004
9506,StatTrak™ Negev | Dazzle (Field-Tested),G181C20E2043004
9507,StatTrak™ Negev | Dazzle (Well-Worn),G181C20E2043004
9508,StatTrak™ Negev | Dazzle (Battle-Scarred),G181C20E2043004
9509,XM1014 | Elegant Vines (Factory New),G181920B5063004
9510,XM1014 | Elegant Vines (Minimal Wear),G181920B5063004
9511,XM1014 | Elegant Vines (Field-Tested),G181920B5063004
9512,XM1014 | Elegant Vines (Well-Worn),G181920B5063004
9513,XM1014 | Elegant Vines (Battle-Scarred),G181920B5063004
9514,Negev | Man-o'-war (Factory New),G181C20B0033004
9515,Negev | Man-o'-war (Minimal Wear),G181C20B0033004
9516,Negev | Man-o'-war (Field-Tested),G181C20B0033004
9517,Negev | Man-o'-war (Well-Worn),G181C20B0033004
9518,Negev | Man-o'-war (Battle-Scarred),G181C20B0033004
9519,Nova | Koi (Factory New),G182320E4023004
9520,Nova | Koi (Minimal Wear),G182320E4023004
9521,Nova | Koi (Field-Tested),G182320E4023004
9522,Nova | Koi (Well-Worn),G182320E4023004
9523,Nova | Koi (Battle-Scarred),G182320E4023004
9524,StatTrak™ XM1014 | Ziggy (Factory New),G181920B1053004
9525,StatTrak™ XM1014 | Ziggy (Minimal Wear),G181920B1053004
9526,StatTrak™ XM1014 | Ziggy (Field-Tested),G181920B1053004
9527,StatTrak™ XM1014 | Ziggy (Well-Worn),G181920B1053004
9528,StatTrak™ XM1014 | Ziggy (Battle-Scarred),G181920B1053004
9529,★ M9 Bayonet | Rust Coat (Factory New),G18FC03209E033003
9530,★ M9 Bayonet | Rust Coat (Minimal Wear),G18FC03209E033003
9531,★ M9 Bayonet | Rust Coat (Field-Tested),G18FC03209E033003
9532,★ M9 Bayonet | Rust Coat (Well-Worn),G18FC03209E033003
9533,★ M9 Bayonet | Rust Coat (Battle-Scarred),G18FC03209E033003
9534,★ Bayonet | Fade (Factory New),G18F403209D033003
9535,★ Bayonet | Fade (Minimal Wear),G18F403209D033003
9536,★ Bayonet | Fade (Field-Tested),G18F403209D033003
9537,★ Bayonet | Fade (Well-Worn),G18F403209D033003
9538,★ Bayonet | Fade (Battle-Scarred),G18F403209D033003
9539,★ Stiletto Knife | Case Hardened (Factory New),G188A04202C3003
9540,★ Stiletto Knife | Case Hardened (Minimal Wear),G188A04202C3003
9541,★ Stiletto Knife | Case Hardened (Field-Tested),G188A04202C3003
9542,★ Stiletto Knife | Case Hardened (Well-Worn),G188A04202C3003
9543,★ Stiletto Knife | Case Hardened (Battle-Scarred),G188A04202C3003
9544,★ Stiletto Knife | Marble Fade (Factory New),G188A04209D033003
9545,★ Stiletto Knife | Marble Fade (Minimal Wear),G188A04209D033003
9546,★ Stiletto Knife | Marble Fade (Field-Tested),G188A04209D033003
9547,★ Stiletto Knife | Marble Fade (Well-Worn),G188A04209D033003
9548,★ Stiletto Knife | Marble Fade (Battle-Scarred),G188A04209D033003
9549,★ Paracord Knife | Scorched (Factory New),G18850420AF013003
9550,★ Paracord Knife | Scorched (Minimal Wear),G18850420AF013003
9551,★ Paracord Knife | Scorched (Field-Tested),G18850420AF013003
9552,★ Paracord Knife | Scorched (Well-Worn),G18850420AF013003
9553,★ Paracord Knife | Scorched (Battle-Scarred),G18850420AF013003
9554,Glock-18 | Gold Toof (Factory New),G18042081013004
9555,Glock-18 | Gold Toof (Minimal Wear),G18042081013004
9556,Glock-18 | Gold Toof (Field-Tested),G18042081013004
9557,Glock-18 | Gold Toof (Well-Worn),G18042081013004
9558,Glock-18 | Gold Toof (Battle-Scarred),G18042081013004
9559,★ Nomad Knife | Stained (Factory New),G188904202B3003
9560,★ Nomad Knife | Stained (Minimal Wear),G188904202B3003
9561,★ Nomad Knife | Stained (Field-Tested),G188904202B3003
9562,★ Nomad Knife | Stained (Well-Worn),G188904202B3003
9563,★ Nomad Knife | Stained (Battle-Scarred),G188904202B3003
9564,★ Survival Knife | Boreal Forest (Factory New),G188604204D3003
9565,★ Survival Knife | Boreal Forest (Minimal Wear),G188604204D3003
9566,★ Survival Knife | Boreal Forest (Field-Tested),G188604204D3003
9567,★ Survival Knife | Boreal Forest (Well-Worn),G188604204D3003
9568,★ Survival Knife | Boreal Forest (Battle-Scarred),G188604204D3003
9569,Graffiti | Tombstone (Princess Pink),G18C40A30046205080010B70D
9570,★ Kukri Knife | Slaughter (Factory New),G188E04203B3003
9571,★ Kukri Knife | Slaughter (Minimal Wear),G188E04203B3003
9572,★ Kukri Knife | Slaughter (Field-Tested),G188E04203B3003
9573,★ Kukri Knife | Slaughter (Well-Worn),G188E04203B3003
9574,★ Kukri Knife | Slaughter (Battle-Scarred),G188E04203B3003
9575,★ Kukri Knife | Crimson Web (Factory New),G188E04200C3003
9576,★ Kukri Knife | Crimson Web (Minimal Wear),G188E04200C3003
9577,★ Kukri Knife | Crimson Web (Field-Tested),G188E04200C3003
9578,★ Kukri Knife | Crimson Web (Well-Worn),G188E04200C3003
9579,★ Kukri Knife | Crimson Web (Battle-Scarred),G188E04200C3003
9580,AK-47 | Bloodsport (Factory New),G180720FF043004
9581,AK-47 | Bloodsport (Minimal Wear),G180720FF043004
9582,AK-47 | Bloodsport (Field-Tested),G180720FF043004
9583,AK-47 | Bloodsport (Well-Worn),G180720FF043004
9584,AK-47 | Bloodsport (Battle-Scarred),G180720FF043004
9585,AK-47 | Frontside Misty (Factory New),G180720EA033004
9586,AK-47 | Frontside Misty (Minimal Wear),G180720EA033004
9587,AK-47 | Frontside Misty (Field-Tested),G180720EA033004
9588,AK-47 | Frontside Misty (Well-Worn),G180720EA033004
9589,AK-47 | Frontside Misty (Battle-Scarred),G180720EA033004
9590,★ Survival Knife | Fade (Factory New),G18860420263003
9591,★ Survival Knife | Fade (Minimal Wear),G18860420263003
9592,★ Survival Knife | Fade (Field-Tested),G18860420263003
9593,★ Survival Knife | Fade (Well-Worn),G18860420263003
9594,★ Survival Knife | Fade (Battle-Scarred),G18860420263003
9595,AUG | Syd Mead (Factory New),G180820D9043004
9596,AUG | Syd Mead (Minimal Wear),G180820D9043004
9597,AUG | Syd Mead (Field-Tested),G180820D9043004
9598,AUG | Syd Mead (Well-Worn),G180820D9043004
9599,AUG | Syd Mead (Battle-Scarred),G180820D9043004
9600,AUG | Wings (Factory New),G180820493004
9601,AUG | Wings (Minimal Wear),G180820493004
9602,AUG | Wings (Field-Tested),G180820493004
9603,AUG | Wings (Well-Worn),G180820493004
9604,AUG | Wings (Battle-Scarred),G180820493004
9605,AUG | Daedalus (Factory New),G180820BC033004
9606,AUG | Daedalus (Minimal Wear),G180820BC033004
9607,AUG | Daedalus (Field-Tested),G180820BC033004
9608,AUG | Daedalus (Well-Worn),G180820BC033004
9609,AUG | Daedalus (Battle-Scarred),G180820BC033004
9610,AUG | Ricochet (Factory New),G180820FB033004
9611,AUG | Ricochet (Minimal Wear),G180820FB033004
9612,AUG | Ricochet (Field-Tested),G180820FB033004
9613,AUG | Ricochet (Well-Worn),G180820FB033004
9614,AUG | Ricochet (Battle-Scarred),G180820FB033004
9615,AWP | Electric Hive (Factory New),G180920E3013004
9616,AWP | Electric Hive (Minimal Wear),G180920E3013004
9617,AWP | Electric Hive (Field-Tested),G180920E3013004
9618,AWP | Electric Hive (Well-Worn),G180920E3013004
9619,AWP | Electric Hive (Battle-Scarred),G180920E3013004
9620,AWP | Lightning Strike (Factory New),G180920333004
9621,AWP | Lightning Strike (Minimal Wear),G180920333004
9622,AWP | Lightning Strike (Field-Tested),G180920333004
9623,AWP | Lightning Strike (Well-Worn),G180920333004
9624,AWP | Lightning Strike (Battle-Scarred),G180920333004
9625,AWP | Capillary (Factory New),G180920AF073004
9626,AWP | Capillary (Minimal Wear),G180920AF073004
9627,AWP | Capillary (Field-Tested),G180920AF073004
9628,AWP | Capillary (Well-Worn),G180920AF073004
9629,AWP | Capillary (Battle-Scarred),G180920AF073004
9630,AWP | Safari Mesh (Factory New),G180920483004
9631,AWP | Safari Mesh (Minimal Wear),G180920483004
9632,AWP | Safari Mesh (Field-Tested),G180920483004
9633,AWP | Safari Mesh (Well-Worn),G180920483004
9634,AWP | Safari Mesh (Battle-Scarred),G180920483004
9635,CZ75-Auto | Army Sheen (Factory New),G183F20AA023004
9636,CZ75-Auto | Army Sheen (Minimal Wear),G183F20AA023004
9637,CZ75-Auto | Army Sheen (Field-Tested),G183F20AA023004
9638,CZ75-Auto | Army Sheen (Well-Worn),G183F20AA023004
9639,CZ75-Auto | Army Sheen (Battle-Scarred),G183F20AA023004
9640,CZ75-Auto | Tread Plate (Factory New),G183F208C023004
9641,CZ75-Auto | Tread Plate (Minimal Wear),G183F208C023004
9642,CZ75-Auto | Tread Plate (Field-Tested),G183F208C023004
9643,CZ75-Auto | Tread Plate (Well-Worn),G183F208C023004
9644,CZ75-Auto | Tread Plate (Battle-Scarred),G183F208C023004
9645,Desert Eagle | Fennec Fox (Factory New),G180120FC053004
9646,Desert Eagle | Fennec Fox (Minimal Wear),G180120FC053004
9647,Desert Eagle | Fennec Fox (Field-Tested),G180120FC053004
9648,Desert Eagle | Fennec Fox (Well-Worn),G180120FC053004
9649,Desert Eagle | Fennec Fox (Battle-Scarred),G180120FC053004
9650,Desert Eagle | Golden Koi (Factory New),G180120B9013004
9651,Desert Eagle | Golden Koi (Minimal Wear),G180120B9013004
9652,Desert Eagle | Golden Koi (Field-Tested),G180120B9013004
9653,Desert Eagle | Golden Koi (Well-Worn),G180120B9013004
9654,Desert Eagle | Golden Koi (Battle-Scarred),G180120B9013004
9655,Desert Eagle | Hypnotic (Factory New),G1801203D3004
9656,Desert Eagle | Hypnotic (Minimal Wear),G1801203D3004
9657,Desert Eagle | Hypnotic (Field-Tested),G1801203D3004
9658,Desert Eagle | Hypnotic (Well-Worn),G1801203D3004
9659,Desert Eagle | Hypnotic (Battle-Scarred),G1801203D3004
9660,Desert Eagle | Directive (Factory New),G180120DB043004
9661,Desert Eagle | Directive (Minimal Wear),G180120DB043004
9662,Desert Eagle | Directive (Field-Tested),G180120DB043004
9663,Desert Eagle | Directive (Well-Worn),G180120DB043004
9664,Desert Eagle | Directive (Battle-Scarred),G180120DB043004
9665,CZ75-Auto | Syndicate (Factory New),G183F20A8083004
9666,CZ75-Auto | Syndicate (Minimal Wear),G183F20A8083004
9667,CZ75-Auto | Syndicate (Field-Tested),G183F20A8083004
9668,CZ75-Auto | Syndicate (Well-Worn),G183F20A8083004
9669,CZ75-Auto | Syndicate (Battle-Scarred),G183F20A8083004
9670,Desert Eagle | Night Heist (Factory New),G180120EE073004
9671,Desert Eagle | Night Heist (Minimal Wear),G180120EE073004
9672,Desert Eagle | Night Heist (Field-Tested),G180120EE073004
9673,Desert Eagle | Night Heist (Well-Worn),G180120EE073004
9674,Desert Eagle | Night Heist (Battle-Scarred),G180120EE073004
9675,Dual Berettas | Black Limba (Factory New),G180220BE013004
9676,Dual Berettas | Black Limba (Minimal Wear),G180220BE013004
9677,Dual Berettas | Black Limba (Field-Tested),G180220BE013004
9678,Dual Berettas | Black Limba (Well-Worn),G180220BE013004
9679,Dual Berettas | Black Limba (Battle-Scarred),G180220BE013004
9680,Desert Eagle | Meteorite (Factory New),G180120A8023004
9681,Desert Eagle | Meteorite (Minimal Wear),G180120A8023004
9682,Desert Eagle | Meteorite (Field-Tested),G180120A8023004
9683,Desert Eagle | Meteorite (Well-Worn),G180120A8023004
9684,Desert Eagle | Meteorite (Battle-Scarred),G180120A8023004
9685,Dual Berettas | Emerald (Factory New),G180220C5033004
9686,Dual Berettas | Emerald (Minimal Wear),G180220C5033004
9687,Dual Berettas | Emerald (Field-Tested),G180220C5033004
9688,Dual Berettas | Emerald (Well-Worn),G180220C5033004
9689,Dual Berettas | Emerald (Battle-Scarred),G180220C5033004
9690,Desert Eagle | Urban DDPAT (Factory New),G180120113004
9691,Desert Eagle | Urban DDPAT (Minimal Wear),G180120113004
9692,Desert Eagle | Urban DDPAT (Field-Tested),G180120113004
9693,Desert Eagle | Urban DDPAT (Well-Worn),G180120113004
9694,Desert Eagle | Urban DDPAT (Battle-Scarred),G180120113004
9695,FAMAS | Macabre (Factory New),G180A2093053004
9696,FAMAS | Macabre (Minimal Wear),G180A2093053004
9697,FAMAS | Macabre (Field-Tested),G180A2093053004
9698,FAMAS | Macabre (Well-Worn),G180A2093053004
9699,FAMAS | Macabre (Battle-Scarred),G180A2093053004
9700,FAMAS | Neural Net (Factory New),G180A20DD033004
9701,FAMAS | Neural Net (Minimal Wear),G180A20DD033004
9702,FAMAS | Neural Net (Field-Tested),G180A20DD033004
9703,FAMAS | Neural Net (Well-Worn),G180A20DD033004
9704,FAMAS | Neural Net (Battle-Scarred),G180A20DD033004
9705,Five-SeveN | Copper Galaxy (Factory New),G18032092023004
9706,Five-SeveN | Copper Galaxy (Minimal Wear),G18032092023004
9707,Five-SeveN | Copper Galaxy (Field-Tested),G18032092023004
9708,Five-SeveN | Copper Galaxy (Well-Worn),G18032092023004
9709,Five-SeveN | Copper Galaxy (Battle-Scarred),G18032092023004
9710,Five-SeveN | Nitro (Factory New),G180320FE013004
9711,Five-SeveN | Nitro (Minimal Wear),G180320FE013004
9712,Five-SeveN | Nitro (Field-Tested),G180320FE013004
9713,Five-SeveN | Nitro (Well-Worn),G180320FE013004
9714,Five-SeveN | Nitro (Battle-Scarred),G180320FE013004
9715,G3SG1 | Demeter (Factory New),G180B20C3013004
9716,G3SG1 | Demeter (Minimal Wear),G180B20C3013004
9717,G3SG1 | Demeter (Field-Tested),G180B20C3013004
9718,G3SG1 | Demeter (Well-Worn),G180B20C3013004
9719,G3SG1 | Demeter (Battle-Scarred),G180B20C3013004
9720,Five-SeveN | Urban Hazard (Factory New),G18032083033004
9721,Five-SeveN | Urban Hazard (Minimal Wear),G18032083033004
9722,Five-SeveN | Urban Hazard (Field-Tested),G18032083033004
9723,Five-SeveN | Urban Hazard (Well-Worn),G18032083033004
9724,Five-SeveN | Urban Hazard (Battle-Scarred),G18032083033004
9725,G3SG1 | Scavenger (Factory New),G180B20A6063004
9726,G3SG1 | Scavenger (Minimal Wear),G180B20A6063004
9727,G3SG1 | Scavenger (Field-Tested),G180B20A6063004
9728,G3SG1 | Scavenger (Well-Worn),G180B20A6063004
9729,G3SG1 | Scavenger (Battle-Scarred),G180B20A6063004
9730,Glock-18 | Dragon Tattoo (Factory New),G180420303004
9731,Glock-18 | Dragon Tattoo (Minimal Wear),G180420303004
9732,Glock-18 | Dragon Tattoo (Field-Tested),G180420303004
9733,Glock-18 | Dragon Tattoo (Well-Worn),G180420303004
9734,Glock-18 | Dragon Tattoo (Battle-Scarred),G180420303004
9735,Glock-18 | Groundwater (Factory New),G180420023004
9736,Glock-18 | Groundwater (Minimal Wear),G180420023004
9737,Glock-18 | Groundwater (Field-Tested),G180420023004
9738,Glock-18 | Groundwater (Well-Worn),G180420023004
9739,Glock-18 | Groundwater (Battle-Scarred),G180420023004
9740,Glock-18 | Neo-Noir (Factory New),G180420DC073004
9741,Glock-18 | Neo-Noir (Minimal Wear),G180420DC073004
9742,Glock-18 | Neo-Noir (Field-Tested),G180420DC073004
9743,Glock-18 | Neo-Noir (Well-Worn),G180420DC073004
9744,Glock-18 | Neo-Noir (Battle-Scarred),G180420DC073004
9745,Glock-18 | Royal Legion (Factory New),G18042094043004
9746,Glock-18 | Royal Legion (Minimal Wear),G18042094043004
9747,Glock-18 | Royal Legion (Field-Tested),G18042094043004
9748,Glock-18 | Royal Legion (Well-Worn),G18042094043004
9749,Glock-18 | Royal Legion (Battle-Scarred),G18042094043004
9750,Glock-18 | Steel Disruption (Factory New),G180420E6013004
9751,Glock-18 | Steel Disruption (Minimal Wear),G180420E6013004
9752,Glock-18 | Steel Disruption (Field-Tested),G180420E6013004
9753,Glock-18 | Steel Disruption (Well-Worn),G180420E6013004
9754,Glock-18 | Steel Disruption (Battle-Scarred),G180420E6013004
9755,Glock-18 | Water Elemental (Factory New),G180420E1023004
9756,Glock-18 | Water Elemental (Minimal Wear),G180420E1023004
9757,Glock-18 | Water Elemental (Field-Tested),G180420E1023004
9758,Glock-18 | Water Elemental (Well-Worn),G180420E1023004
9759,Glock-18 | Water Elemental (Battle-Scarred),G180420E1023004
9760,Glock-18 | Weasel (Factory New),G180420DF043004
9761,Glock-18 | Weasel (Minimal Wear),G180420DF043004
9762,Glock-18 | Weasel (Field-Tested),G180420DF043004
9763,Glock-18 | Weasel (Well-Worn),G180420DF043004
9764,Glock-18 | Weasel (Battle-Scarred),G180420DF043004
9765,M249 | Contrast Spray (Factory New),G180E20163004
9766,M249 | Contrast Spray (Minimal Wear),G180E20163004
9767,M249 | Contrast Spray (Field-Tested),G180E20163004
9768,M249 | Contrast Spray (Well-Worn),G180E20163004
9769,M249 | Contrast Spray (Battle-Scarred),G180E20163004
9770,M249 | Impact Drill (Factory New),G180E20D8033004
9771,M249 | Impact Drill (Minimal Wear),G180E20D8033004
9772,M249 | Impact Drill (Field-Tested),G180E20D8033004
9773,M249 | Impact Drill (Well-Worn),G180E20D8033004
9774,M249 | Impact Drill (Battle-Scarred),G180E20D8033004
9775,★ Survival Knife | Stained (Factory New),G188604202B3003
9776,★ Survival Knife | Stained (Minimal Wear),G188604202B3003
9777,★ Survival Knife | Stained (Field-Tested),G188604202B3003
9778,★ Survival Knife | Stained (Well-Worn),G188604202B3003
9779,★ Survival Knife | Stained (Battle-Scarred),G188604202B3003
9780,Glock-18 | High Beam (Factory New),G1804209F063004
9781,Glock-18 | High Beam (Minimal Wear),G1804209F063004
9782,Glock-18 | High Beam (Field-Tested),G1804209F063004
9783,Glock-18 | High Beam (Well-Worn),G1804209F063004
9784,Glock-18 | High Beam (Battle-Scarred),G1804209F063004
9785,M4A1-S | Cyrex (Factory New),G183C20E8023004
9786,M4A1-S | Cyrex (Minimal Wear),G183C20E8023004
9787,M4A1-S | Cyrex (Field-Tested),G183C20E8023004
9788,M4A1-S | Cyrex (Well-Worn),G183C20E8023004
9789,M4A1-S | Cyrex (Battle-Scarred),G183C20E8023004
9790,M4A4 | Modern Hunter (Factory New),G181020A4013004
9791,M4A4 | Modern Hunter (Minimal Wear),G181020A4013004
9792,M4A4 | Modern Hunter (Field-Tested),G181020A4013004
9793,M4A4 | Modern Hunter (Well-Worn),G181020A4013004
9794,M4A4 | Modern Hunter (Battle-Scarred),G181020A4013004
9795,MAC-10 | Allure (Factory New),G181120C5073004
9796,MAC-10 | Allure (Minimal Wear),G181120C5073004
9797,MAC-10 | Allure (Field-Tested),G181120C5073004
9798,MAC-10 | Allure (Well-Worn),G181120C5073004
9799,MAC-10 | Allure (Battle-Scarred),G181120C5073004
9800,M4A4 | Converter (Factory New),G18102099063004
9801,M4A4 | Converter (Minimal Wear),G18102099063004
9802,M4A4 | Converter (Field-Tested),G18102099063004
9803,M4A4 | Converter (Well-Worn),G18102099063004
9804,M4A4 | Converter (Battle-Scarred),G18102099063004
9805,★ Flip Knife | Marble Fade (Factory New),G18F903209D033003
9806,★ Flip Knife | Marble Fade (Minimal Wear),G18F903209D033003
9807,★ Flip Knife | Marble Fade (Field-Tested),G18F903209D033003
9808,★ Flip Knife | Marble Fade (Well-Worn),G18F903209D033003
9809,★ Flip Knife | Marble Fade (Battle-Scarred),G18F903209D033003
9810,M4A4 | Mainframe (Factory New),G1810208C063004
9811,M4A4 | Mainframe (Minimal Wear),G1810208C063004
9812,M4A4 | Mainframe (Field-Tested),G1810208C063004
9813,M4A4 | Mainframe (Well-Worn),G1810208C063004
9814,M4A4 | Mainframe (Battle-Scarred),G1810208C063004
9815,MAC-10 | Carnivore (Factory New),G181120CD043004
9816,MAC-10 | Carnivore (Minimal Wear),G181120CD043004
9817,MAC-10 | Carnivore (Field-Tested),G181120CD043004
9818,MAC-10 | Carnivore (Well-Worn),G181120CD043004
9819,MAC-10 | Carnivore (Battle-Scarred),G181120CD043004
9820,MAC-10 | Stalker (Factory New),G18112082073004
9821,MAC-10 | Stalker (Minimal Wear),G18112082073004
9822,MAC-10 | Stalker (Field-Tested),G18112082073004
9823,MAC-10 | Stalker (Well-Worn),G18112082073004
9824,MAC-10 | Stalker (Battle-Scarred),G18112082073004
9825,MAC-10 | Lapis Gator (Factory New),G18112096043004
